연도 ,지역,업종명,규모,사업장명(현장명),소재지,중대재해재해자수(명),근로자수(명),재해자수(명),재해율(퍼센트),규모별 동종업종 평균 재해율(퍼센트)
2019,경기,"건물종합관리, 위생 및 유사서비스업",100~299인,케이지이티에스(주),경기 시흥시 소망공원로 5 시화공단 1다 106 (정왕동),1,115,2,1.74,0.71
2020,경기,의약품·화장품·연탄·석유제품제조업,100~299인,신대한정유산업(주),경기 화성시 정남면 가장로 334-10,1,118,2,1.69,0.28
2017,경기,건설업,100~299인,"(주)태영건설(원청), 상하건설주식회사(하청)(김포운양동도시형생활주택신축공사(17,19BL))","경기 김포시 운양동 1341-41,45,43",2,120,2,1.67,0.31
2019,경기,건설업,50~99인,(주)은하종합건설(에이씨엔 수원공장 신축공사),경기 수원시 권선구 고색동 1056,1,60,1,1.67,0.9
2020,서울,시설관리 및 사업지원 서비스업,50~99인,"현대엘리베이터주식회사(원청), 주식회사에프앤비밸류파트너스현대그룹빌딩시설관리(하청)",서울 종로구 율곡로 194 (연지동),1,60,1,1.67,0.38
2019,울산,건설업,50~99인,"(주)이에스종합건설그룹(원청), (주)동명토건(하청)(혜명심 의료재단 울산병원 증축 및 리모델링공사)",울산 남구 월평로171번길 13 (신정동),1,65,1,1.54,0.9
2020,부산,건설업,500~999인,에스케이에코플랜트㈜ 에스케이건설㈜(구)(원청) 주식회사 동부종합중기(하청)(동래 3차 SK VIEW),부산 동래구 온천동 185-38번지 외,4,534,8,1.5,0.32
2019,강원,유리·도자기·시멘트제조업,50~99인,"쌍용씨앤이㈜동해공장 쌍용양회공업(주) 동해공장(구)(원청), (주)선일(하청)",강원 동해시 효자로 246 (삼화동),1,67,1,1.49,1.03
2020,인천,화학 및 고무제품제조업,50~99인,인천화학(주),인천 서구 건지로 98-21 (가좌동),1,67,1,1.49,0.53
2020,경기,건설업,50~99인,"현해건설(주)(원청), 주식회사 성한건설(하청)(동탄2신도시 리더스퀘어 신축공사)",경기 화성시 목동 251-1,1,68,1,1.47,0.74
2020,경기,전기기계기구·정밀기구·전자제품제조업,100~299인,(주)평일양주공장,경기 양주시 칠봉산로 254번길 79 (봉양동),1,138,2,1.45,0.24
2020,전북,시설관리 및 사업지원서비스업,50~99인,"지에스건설(주)(원청), (주)에스텍코리아(하청)",전북 군산시 새만금북로 630-28 (내초동)폐자원에너지화시설내,1,70,1,1.43,0.38
2019,경기,건설업,100~299인,(주)성도이엔지((주)에스티아이 용인공장 신축공사),경기 용인시 처인구 원삼면 죽능리 584-2일원,4,290,4,1.38,0.55
2019,경기,건설업,300~499인,"(주)대우건설(원청), 주식회사세일에프에이, 세풍이엔지(하청)(부천중동주상복합 신축공사)",경기 부천시 중동 1153,1,434,6,1.38,0.39
2020,경기,기계기구·금속·비금속광물제품제조업,50~99인,세진산업개발(주),경기 광주시 직동로 19-12 (직동),1,75,1,1.33,0.65
2019,대구,건설업,100~299인,"(주)금성백조건설(원청), 현대소방설비㈜(하청)(대구연경지구 C-3블록 공동주택 신축공사)",대구 북구 연경동 429,1,228,3,1.32,0.55
2018,경기,건설업,500~999인,(주)에스아이테크(하청)(포천열병합발전소건설공사),경기 포천시 신북면 신평리 장자산업단지내 28-1,1,921,12,1.3,0.23
2020,경기,출판·인쇄·제본 또는 인쇄물가공업,50~99인,(주)은성프린터스,경기 이천시 이섭대천로1032번길 78 (율현동),1,77,1,1.3,0.35
2020,전북,기계기구·금속·비금속광물제품제조업,"1,000인이상",(주)세아베스틸,전북 군산시 외항로 522 (소룡동),1,1414,18,1.27,1.19
2019,경남,선박건조 및 수리업,50~99인,(주)창남조선,경남 남해군 창선면 동부대로 2944 (창남FRP조선소),1,79,1,1.27,1.1
2019,충북,화학 및 고무제품제조업,500~999인,더블유스코프코리아(주),충북 청주시 청원구 오창읍 과학산업4로 106 ,1,636,8,1.26,0.53
2019,경기,건설업,100~299인,"한신공영(주)(원청), 정석건업 주식회사(하청)(화성동탄(2) A4-1블록 아파트 건설공사 14공구)",경기 화성시 영천동 산 17-78일원,1,247,3,1.21,0.55
2019,경기,건설업,500~999인,"(주)대우건설(원청), 신성E&C(하청)(과천주공1단지주택재건축정비공사)","경기 과천시 관문로 128 (중앙동, 주공아파트)",1,917,11,1.2,0.31
2019,경기,"기계기구, 비금속광물 및 금속제품제조업",50~99인,(주)트라비스엘리베이터,경기 김포시 대곶면 대명항로 205번길 99 ,1,84,1,1.19,0.78
2020,충남,식료품제조업,50~99인,건강한사람들주식회사,충남 홍성군 결성면 만해로 391 (건강한사람들(주) 1사업장),1,87,1,1.15,0.92
2018,부산,"수상운수업, 항만하역 및 화물취급사업",300~499인,"한국허치슨터미널주식회사(원청), 한국선박물류주식회사(하청)",부산 동구 충장대로 314 (좌천동),1,352,4,1.14,0.67
2019,세종,건설업,100~299인,"계룡건설산업(주)(원청), 올라이트라이프주식회사(하청)(세종충남대학교병원 설계시공 일괄입찰공사)",세종 도담동 407번지,1,264,3,1.14,0.55
2017,경기,건설업,500~999인,대광이엔시주식회사(하청) 승리운수(하청)(포천열병합발전소건설공사),경기 포천시 신북면 신평리 장자산업단지내 28-1,1,921,10,1.09,0.13
2019,부산,창고 및 운수관련서비스업,500~999인,부산항터미널주식회사,부산 남구 신선로 294 (용당동),1,925,10,1.08,0.99
2020,서울,건설업,100~299인,대로건설㈜(하청)(서부간선지하도로 민간투자사업 건설공사 (IA56)),서울 영등포구 양평동3가 85번지,1,285,3,1.05,0.48
2020,경기,건설업,100~299인,대양종합건설(주)(평택 어연지구지식산업센터신축공사),경기 평택시 청북읍 어연리 266-3외 4필지,1,192,2,1.04,0.48
2019,경기,건설업,50~99인,"길산종합건설주식회사(원청), (주)케이피산업(하청)(홍죽산업단지 길산공장 신축공사)",경기 양주시 백석읍 권율로 1203번길 39-33 (외 3필지),1,96,1,1.04,0.9
2019,인천,건설업,100~299인,"계룡건설산업㈜(원청), 예창건설(주)(하청)(서울도시철도7호선 석남연장선 건축 및 기계설비공사)",인천 서구 석남동 일원,1,102,1,0.98,0.55
2019,인천,건설업,100~299인,"정원종합건설(주)(원청), 정인건설산업(하청)(대원루스터(주)서운산업단지 공장 신축공사)",인천 계양구 서운동 서운산업단지A-7블럭 로트,1,103,1,0.97,0.55
2020,경남,기계기구·금속·비금속광물제품제조업,100~299인,아이티알인더스트리즈주식회사,경남 진주시 사봉면 사군로303번길 3 ,1,219,2,0.91,0.59
2020,경남,건설업,100~299인,"(주)시온건설개발(원청), 휘성개발주식회사(하청)(한내 시온 숲속의아침뷰)",경남 거제시 연초면 한내리 374번지,1,114,1,0.88,0.48
2020,경북,건설업,100~299인,"한신공영㈜, 에스제이건설㈜, (유)명산건설(원청), ㈜벽산엔터프라이즈(하청)(중앙선 도담~영천 복선전철 제12공구 노반신설 기타공사(제1차))",경북 영천시 화산면 화룡동 일원,1,113,1,0.88,0.48
2020,경남,기계기구·금속·비금속광물제품제조업,100~299인,대익이엔지(주),경남 의령군 의령읍 구룡로 242,1,113,1,0.88,0.59
2018,세종,건설업,100~299인,"(주)선일테크(원청), 대일산업(하청)(음극재공장RHK8,9호기기계설비)",세종 전의면 산단길 22-64 포스코켐텍,1,121,1,0.83,0.47
2019,세종,건설업,100~299인,"(주)한진중공업건설부문(원청), 신영기술개발주식회사(하청)(행정중심복합도시 2-1생활권 소음저감시설 설치공사)",세종 다정동 (2-1생활권 국도1호선) 일원,1,124,1,0.81,0.55
2019,대구,건설업,100~299인,"주식회사디자인다우그룹(원청), 현대이엔지건설주식회사(하청)(대구 욱수 한신더휴 견복주택 건립공사)",대구 수성구 시지동 226-6,1,123,1,0.81,0.55
2020,경북,기계기구·금속·비금속광물제품제조업,100~299인,한호산업(주),경북 경주시 내남면 구일길 148-32 (한호사업㈜),1,127,1,0.79,0.59
2020,서울,건설업,100~299인,"중흥토건(주)(원청), 호람건설㈜(하청)(천호재정비촉진지구 천호1도시환경정비사업)",서울 강동구 천호동 423-300번지 일대,1,143,1,0.7,0.48
2019,부산,건설업,300~499인,"(주)삼정(원청), 주식회사고려 주식회사고려소방설비(구)(하청)(온천 삼정그린코아 더베스트 주상복합 신축공사)",부산 동래구 온천장로 104-20 (온천동) 외 46필지,1,443,3,0.68,0.39
2019,부산,건설업,300~499인,"디엘이앤씨㈜ 대림산업㈜(구)(원청), 현대엘리베이터(주) 부산지사(하청)(명장1구역 주택재개발 정비사업 신축공사)",부산 동래구 명장동 431번지 일원,1,455,3,0.66,0.39
2020,경기,건설업,500~999인,"(주)동양건설산업(원청), ㈜성진건설산업(하청)(하남 미사지구 C1블럭 공동주택 신축공사)",경기 하남시 아리수로 600 (망월동) 159,1,518,3,0.58,0.32
2019,강원,건설업,300~499인,"동원건설산업㈜(원청), 개인건설업자 이상민(하청)(동원시스템즈 횡성공장 신축공사)",강원 횡성군 우천면 상하가리 541번길 외,2,358,2,0.56,0.39
2020,경기,건설업,500~999인,"동광건설(주)(원청), 기산건설(주)(하청)(동광 비즈타워 별내 신축공사)","경기 남양주시 별내동 974-1번지, 2",1,539,3,0.56,0.32
2019,경북,전문기술서비스업,500~999인,(재)포항산업과학연구원,경북 포항시 남구 청암로 67 (효자동),2,574,3,0.52,0.08
2020,경기,건설업,300~499인,롯데건설(주)(롯데건설(주)인재개발원 오산캠퍼스 리빌딩),경기 오산시 경기동로 168 (부산동),1,422,2,0.47,0.32
2020,서울,건설업,500~999인,"효성중공업(주)(원청), 엠에스월드 주식회사(하청)(국제빌딩주변 제4구역 도시환경정비사업)",서울 용산구 서빙고로 9 (한강로3가),1,933,4,0.43,0.32
2020,경기,전기기계기구·정밀기구·전자제품제조업,100~299인,아름일렉트로닉스주식회사,경기 안산시 단원구 만해로 229번길 20 (성곡동),1,230,1,0.43,0.24
2020,인천,건설업,300~499인,"(주)호반산업(원청), 대원산업개발 유한회사(하청)(인천검단AB15-2 호반베르디움 아파트 신축공사)",인천 서구 원당동 215-2,1,473,2,0.42,0.32
2019,경남,건설업,"1,000인이상","에스케이에코플랜트㈜ 에스케이건설㈜(구), ㈜서희건설(원청) ㈜성도이엔지(하청)(고성하이화력 1,2호기 발전소 건설공사 일괄계약)",경남 고성군 하이면 덕호리 1번지,1,4486,17,0.38,0.2
2020,경기,건설업,"1,000인이상","(주)태영건설(원청), 대흥건설(하청)(광명역세권 복합단지개발 PF사업)",경기 광명시 일직동 광명역세권택지개발내 복합용지1구역,1,1123,4,0.36,0.25
2018,서울,기타의 각종사업,"1,000인이상","씨제이대한통운㈜(원청), 주식회사케이엠에스(하청)","서울 중구 세종대로9길 53 (서소문동, 대한통운빌딩)",1,1575,4,0.25,0.1
2017,울산,건설업,"1,000인 이상",천조건설㈜(하청)(S-oilRUCProjectArea1TowerMastSystem설치작업현장),"울산 울주군 온산읍 방도리, 학남리 일원",4,4723,4,0.08,0.07
2017,경기,전자제품제조업,"1,000인 이상",엘지디스플레이㈜,경기 파주시 월롱면 덕은리 1007번지,1,18900,12,0.06,0.03
