접수일자,제작사,차명,모델년도
2021-05-10,기아주식회사,스포티지,2016
2021-05-12,현대자동차(주),그랜저(GRANDEUR),2021
2021-05-12,현대자동차(주),그랜저(GRANDEUR),2021
2021-05-12,현대자동차(주),그랜저(GRANDEUR),2021
2021-05-12,현대자동차(주),그랜저(GRANDEUR),2021
2021-05-12,현대자동차(주),그랜저(GRANDEUR),2021
2021-05-11,한국지엠(주),트랙스 1.6 디젤,2021
2021-05-10,르노코리아자동차 주식회사,SM5,2017
2021-05-11,현대자동차(주),쏘나타(SONATA),2020
2021-05-11,기아주식회사,K5,2016
2021-05-11,한국닛산(주),INFINITI QX60,2017
2021-05-10,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-05-11,현대자동차(주),그랜저 하이브리드,2019
2021-05-10,기아주식회사,카니발 리무진,2021
2021-05-10,지엠코리아(주),캐딜락 CT6 3.6,2018
2021-05-10,현대자동차(주),싼타페(SANTAFE),2021
2021-05-10,(주)볼보자동차코리아,볼보 S60B5,2021
2021-05-11,메르세데스벤츠코리아(주),A200,2018
2021-05-11,기아주식회사,니로 하이브리드,2020
2021-05-10,현대자동차(주),싼타페(SANTAFE),2021
2021-05-10,기아주식회사,K7,2017
2021-05-10,(주)스즈키씨엠씨,GSX-S750A,2018
2021-05-10,르노코리아자동차 주식회사,SM3,2010
2021-05-10,비엠더블유코리아(주),BMW 420d Coupe,2014
2021-05-10,현대자동차(주),그랜저(GRANDEUR),2012
2021-05-10,현대자동차(주),쏘나타(SONATA),2014
2021-05-10,현대자동차(주),그랜저(GRANDEUR),2011
2021-05-10,현대자동차(주),쏘나타(SONATA),2017
2021-05-10,현대자동차(주),싼타페(SANTAFE),2021
2021-05-11,현대자동차(주),그랜저(GRANDEUR),2009
2021-05-10,현대자동차(주),투싼(TUCSON),2016
2021-05-07,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2021
2021-05-10,현대자동차(주),그랜저(GRANDEUR),2009
2021-05-10,르노코리아자동차 주식회사,SM3,2015
2021-05-10,현대자동차(주),싼타페(SANTAFE),2021
2021-05-07,한국지엠(주),윈스톰2.0S디젤,2009
2021-05-10,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2015
2021-05-10,현대자동차(주),그랜저(GRANDEUR),2009
2021-05-10,현대자동차(주),싼타페(SANTAFE),2021
2021-05-10,현대자동차(주),그랜저(GRANDEUR),2011
2021-05-11,현대자동차(주),그랜저(GRANDEUR),2009
2021-05-10,현대자동차(주),그랜저(GRANDEUR),2008
2021-05-07,메르세데스벤츠코리아(주),C220 d,2016
2021-05-10,르노코리아자동차 주식회사,SM6,2016
2021-05-10,폭스바겐그룹코리아 주식회사,Passat 2.0 TDI,2014
2021-05-10,비엠더블유코리아(주),BMW GT EfficientDynamics Edition,2013
2021-05-10,한국닛산(주),INFINITI QX60,2017
2021-05-07,기아주식회사,K5,2014
2021-05-11,기아주식회사,셀토스,2021
2021-05-10,현대자동차(주),싼타페(SANTAFE),2021
2021-05-07,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2014
2021-05-07,한국닛산(주),INFINITI QX60 AWD,2018
2021-05-10,현대자동차(주),쏘나타 (SONATA),2010
2021-05-07,기아주식회사,카니발,2016
2021-05-07,기아주식회사,카니발,2016
2021-05-07,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-05-07,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-05-06,한국지엠(주),올란도 2.0 디젤,2014
2021-05-10,한국닛산(주),INFINITI QX60 3.5 AWD,2014
2021-05-07,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-05-07,한국닛산(주),INFINITI QX60 AWD,2018
2021-05-07,한국닛산(주),INFINITI QX60 AWD,2018
2021-05-07,현대자동차(주),싼타페(SANTAFE),2021
2021-05-07,한국닛산(주),INFINITI QX60,2017
2021-05-07,한국닛산(주),INFINITI QX60 AWD,2018
2021-05-07,한국닛산(주),INFINITI QX60,2017
2021-05-07,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX FWD,2020
2021-05-07,한국지엠(주),트랙스 1.6 디젤,2016
2021-05-06,기아주식회사,K5 하이브리드,2020
2021-05-07,현대자동차(주),그랜저(GRANDEUR),2009
2021-05-11,한국지엠(주),아베오 1.6 DOHC,2013
2021-05-07,현대자동차(주),그랜저(GRANDEUR),2014
2021-05-07,한국지엠(주),라세티 1.6 DOHC,2010
2021-05-11,비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2014
2021-05-11,비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2014
2021-05-11,비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2014
2021-05-11,현대자동차(주),투싼(TUCSON),2021
2021-05-06,현대자동차(주),i30,2012
2021-05-06,기아주식회사,카니발 리무진,2021
2021-05-06,현대자동차(주),싼타페(SANTAFE),2021
2021-05-07,기아주식회사,K7,2020
2021-05-06,기아주식회사,카니발 리무진,2021
2021-05-07,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2021
2021-05-06,현대자동차(주),그랜저(GRANDEUR),2014
2021-05-06,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2014
2021-05-04,르노코리아자동차 주식회사,SM6,2016
2021-05-04,현대자동차(주),그랜저(GRANDEUR),2012
2021-05-07,폭스바겐그룹코리아 주식회사,Jetta 1.6 TDI Blue Motion,2013
2021-05-06,현대자동차(주),싼타페(SANTAFE),2021
2021-05-04,현대자동차(주),아반떼 (AVANTE),2014
2021-05-06,한국토요타자동차(주),토요타 Camry Hybrid,2018
2021-05-06,르노코리아자동차 주식회사,SM6,2016
2021-05-07,한국지엠(주),트레일블레이저 1.35 TURBO AWD,2021
2021-05-07,현대자동차(주),그랜저(GRANDEUR),2020
2021-05-06,르노코리아자동차 주식회사,SM6,2016
2021-05-06,한국닛산(주),INFINITI QX60,2017
2021-05-04,현대자동차(주),싼타페(SANTAFE),2021
2021-05-06,쌍용자동차(주),코란도,2019
2021-05-04,기아주식회사,카렌스,2014
2021-05-04,(주)재규어랜드로버코리아,디스커버리 스포츠 TD4 180PS,2019
2021-05-04,르노코리아자동차 주식회사,SM6,2016
2021-05-04,현대자동차(주),싼타페(SANTAFE),2021
2021-05-03,현대자동차(주),싼타페(SANTAFE),2021
2021-05-03,현대자동차(주),싼타페(SANTAFE),2021
2021-05-04,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-05-04,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-05-04,현대자동차(주),GV80,2020
2021-05-03,르노코리아자동차 주식회사,SM6,2019
2021-05-03,기아주식회사,K7,2020
2021-05-04,포드세일즈서비스코리아(유),토러스,2015
2021-05-03,현대자동차(주),i30,2014
2021-05-03,기아주식회사,K3,2013
2021-05-03,현대자동차(주),싼타페(SANTAFE),2021
2021-05-03,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-05-03,현대자동차(주),싼타페(SANTAFE),2021
2021-05-03,기아주식회사,카니발 리무진,2021
2021-05-03,현대자동차(주),그랜저(GRANDEUR),2014
2021-05-03,현대자동차(주),투싼(TUCSON),2016
2021-05-03,현대자동차(주),넥쏘 (NEXO) 수소전기차,2022
2021-05-03,현대자동차(주),넥쏘 (NEXO) 수소전기차,2022
2021-05-04,비엠더블유코리아(주),BMW 730Ld xDrive M Sport Package,2020
2021-05-03,폭스바겐그룹코리아 주식회사,Jetta 1.6 TDI Blue Motion,2013
2021-05-03,기아주식회사,카니발,2021
2021-05-03,현대자동차(주),싼타페(SANTAFE),2021
2021-05-03,비엠더블유코리아(주),BMW 320i,2010
2021-05-03,기아주식회사,카니발,2021
2021-05-03,기아주식회사,쏘렌토,2021
2021-05-03,현대자동차(주),싼타페(SANTAFE),2013
2021-05-03,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-05-03,(주)재규어랜드로버코리아,디스커버리 스포츠 TD4 180PS,2019
2021-05-04,현대자동차(주),투싼(TUCSON),2016
2021-04-30,(주)한중특장,한중21톤윙바디,2020
2021-05-04,현대자동차(주),그랜저(GRANDEUR),2013
2021-05-03,기아주식회사,카니발,2021
2021-04-30,메르세데스벤츠코리아(주),C200 d,2016
2021-05-03,비엠더블유코리아(주),BMW 520d,2017
2021-05-03,현대자동차(주),그랜저(GRANDEUR),2012
2021-04-30,포드세일즈서비스코리아(유),Kuga 2.0 AWD,2016
2021-05-03,현대자동차(주),그랜저(GRANDEUR),2015
2021-05-03,기아주식회사,카니발,2021
2021-05-03,한국지엠(주),트랙스 1.4,2015
2021-05-03,비엠더블유코리아(주),MINI Cooper D Countryman,2014
2021-05-03,현대자동차(주),투싼(TUCSON),2016
2021-05-03,기아주식회사,쏘렌토,2018
2021-05-03,기아주식회사,K7,2020
2021-05-03,현대자동차(주),그랜저(GRANDEUR),2007
2021-04-30,기아주식회사,카니발,2021
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2007
2021-04-30,(주)재규어랜드로버코리아,레인지로버 스포츠,2015
2021-04-30,기아주식회사,쏘렌토,2021
2021-04-30,기아주식회사,카니발,2021
2021-04-30,기아주식회사,카니발,2021
2021-04-29,현대자동차(주),그랜저(GRANDEUR),2009
2021-04-30,기아주식회사,카니발,2021
2021-04-30,기아주식회사,카니발,2021
2021-04-30,기아주식회사,카니발,2021
2021-04-30,메르세데스벤츠코리아(주),GLA200 d,2016
2021-04-30,기아주식회사,카니발 리무진,2021
2021-05-03,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-04-30,현대자동차(주),투싼(TUCSON),2012
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2016
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2021
2021-04-30,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2021-04-30,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2021-04-29,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-04-30,기아주식회사,쏘렌토,2021
2021-04-30,한국지엠(주),말리부 2.4 DOHC,2013
2021-05-03,현대자동차(주),G80,2021
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2014
2021-04-30,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2013
2021-04-30,포드세일즈서비스코리아(유),토러스,2011
2021-04-30,기아주식회사,K5,2021
2021-04-29,현대자동차(주),싼타페(SANTAFE),2021
2021-04-29,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-04-30,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2012
2021-04-30,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2012
2021-04-29,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2021-04-29,기아주식회사,카니발 리무진,2021
2021-04-28,현대자동차(주),투싼(TUCSON),2017
2021-04-30,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-29,한국지엠(주),스파크 1.0,2016
2021-04-29,기아주식회사,카니발 하이리무진,2021
2021-04-29,기아주식회사,쏘렌토,2021
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2013
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2013
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2013
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2013
2021-04-29,기아주식회사,쏘렌토 하이브리드,2021
2021-04-28,이텍산업 (주),이텍대형6륜다목적카고트럭,2012
2021-04-29,현대자동차(주),그랜저(GRANDEUR),2014
2021-04-28,현대자동차(주),쏘나타,2016
2021-04-30,현대자동차(주),그랜저(GRANDEUR),2008
2021-04-29,현대자동차(주),제네시스(GENESIS),2015
2021-04-29,르노코리아자동차 주식회사,SM6,2017
2021-04-28,기아주식회사,니로 EV,2019
2021-04-29,기아주식회사,스포티지,2016
2021-04-29,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020
2021-04-29,기아주식회사,K7,2020
2021-04-29,기아주식회사,K7,2020
2021-04-30,기아주식회사,봉고Ⅲ 4륜구동,2020
2021-04-28,르노코리아자동차 주식회사,SM6,2016
2021-04-29,메르세데스벤츠코리아(주),벤츠 E350 4Matic,2020
2021-04-29,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-29,기아주식회사,K7,2020
2021-04-30,현대자동차(주),쏘나타 N 라인 (SONATA N Line),2021
2021-04-29,한국지엠(주),말리부 2.0 TURBO,2017
2021-04-28,기아주식회사,카니발,2021
2021-04-28,기아주식회사,카니발,2021
2021-04-28,현대자동차(주),쏘나타 N 라인 (SONATA N Line),2021
2021-04-29,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-04-28,현대자동차(주),투싼(TUCSON),2018
2021-04-28,기아주식회사,K7,2020
2021-04-28,현대자동차(주),싼타페(SANTAFE),2021
2021-04-28,모터프로,MPK 오토바이 트레일러,2016
2021-04-28,비엠더블유코리아(주),BMW Gran Turismo EfficientDynamics Edition,2016
2021-04-28,기아주식회사,쏘렌토,2021
2021-04-28,메르세데스벤츠코리아(주),Mercedes-AMG CLS53 4MATIC +,2021
2021-04-28,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-04-28,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2021
2021-04-29,기아주식회사,K7,2016
2021-04-28,기아주식회사,쏘렌토,2021
2021-04-28,현대자동차(주),싼타페(SANTAFE),2021
2021-04-28,메르세데스벤츠코리아(주),Mercedes-AMG CLS53 4MATIC +,2021
2021-04-27,현대자동차(주),쏘나타(SONATA),2021
2021-04-28,기아주식회사,K7,2020
2021-04-28,현대자동차(주),싼타페(SANTAFE),2021
2021-04-28,현대자동차(주),그랜저(GRANDEUR),2009
2021-04-29,현대자동차(주),쏘나타(SONATA),2015
2021-04-28,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-04-28,기아주식회사,카니발,2021
2021-04-28,현대자동차(주),그랜저(GRANDEUR),2016
2021-04-29,포드세일즈서비스코리아(유),Lincoln MKZ Hybrid,2019
2021-04-28,현대자동차(주),싼타페(SANTAFE),2021
2021-04-28,기아주식회사,쏘렌토,2021
2021-04-28,기아주식회사,K7,2020
2021-04-28,현대자동차(주),넥쏘 (NEXO) 수소전기차,2020
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,기아주식회사,쏘렌토,2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,기아주식회사,K7,2020
2021-04-27,기아주식회사,쏘렌토 하이브리드,2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,현대자동차(주),쏘나타(SONATA),2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,기아주식회사,K7,2020
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,비엠더블유코리아(주),BMW X1 xDrive23d,2012
2021-04-28,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-04-26,기아주식회사,쏘렌토,2021
2021-04-28,기아주식회사,K7,2020
2021-04-27,기아주식회사,K7,2020
2021-04-27,기아주식회사,K7,2020
2021-04-27,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2021
2021-04-27,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-27,현대자동차(주),G80,2017
2021-04-26,지엠대우오토앤테크놀로지(주),베리타스3.6,2010
2021-04-28,기아주식회사,K7,2020
2021-04-27,현대자동차(주),그랜저(GRANDEUR),2015
2021-04-28,기아주식회사,K7,2020
2021-04-27,기아주식회사,K7,2020
2021-04-26,기아주식회사,K7,2020
2021-04-27,기아주식회사,카니발 리무진,2021
2021-04-27,기아주식회사,K7,2020
2021-04-27,기아주식회사,K7,2020
2021-04-27,기아주식회사,K7,2020
2021-04-27,기아주식회사,K7,2020
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,메르세데스벤츠코리아(주),Mercedes-Benz E450 4MATIC Cabriolet,2021
2021-04-27,기아주식회사,K7,2020
2021-04-27,메르세데스벤츠코리아(주),Mercedes-AMG CLS53 4MATIC +,2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,주식회사 씨엔모터스,CN카니발하이리무진,2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,기아주식회사,카니발 리무진,2021
2021-04-27,현대자동차(주),i40,2012
2021-04-27,기아주식회사,K7,2017
2021-04-27,기아주식회사,카니발,2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,기아주식회사,카니발,2021
2021-04-27,기아주식회사,카니발 리무진,2021
2021-04-27,기아주식회사,카니발,2021
2021-04-28,한국토요타자동차(주),토요타 CAMRY,2012
2021-04-26,현대자동차(주),싼타페(SANTAFE),2021
2021-04-26,현대자동차(주),아반떼 (AVANTE),2016
2021-04-26,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2017
2021-04-26,메르세데스벤츠코리아(주),벤츠 CLS450 4Matic,2019
2021-04-26,기아주식회사,K7 하이브리드,2018
2021-04-26,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-27,기아주식회사,봉고Ⅲ 4륜구동,2020
2021-04-26,기아주식회사,쏘렌토,2021
2021-04-26,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-26,포드세일즈서비스코리아(유),토러스,2013
2021-04-26,한국지엠(주),올란도 2.0 LPG,2014
2021-04-26,기아주식회사,카니발,2021
2021-04-23,기아주식회사,K7 하이브리드,2021
2021-04-23,비엠더블유코리아(주),BMW 528i,2011
2021-04-27,르노코리아자동차 주식회사,XM3,2020
2021-04-26,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-26,현대자동차(주),포터Ⅱ (PORTERⅡ),2014
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-23,혼다코리아(주),WW125,2020
2021-04-26,현대자동차(주),그랜저(GRANDEUR),2012
2021-04-26,르노코리아자동차 주식회사,XM3,2020
2021-04-26,기아주식회사,카니발,2021
2021-04-26,현대자동차(주),에쿠스(EQUUS),2012
2021-04-26,현대자동차(주),싼타페(SANTAFE),2021
2021-04-27,현대자동차(주),그랜저(GRANDEUR),2012
2021-04-26,현대자동차(주),그랜저(GRANDEUR),2015
2021-04-26,한국지엠(주),말리부 1.35 TURBO,2021
2021-04-26,르노코리아자동차 주식회사,QM6,2020
2021-04-26,기아주식회사,K7,2020
2021-04-26,기아주식회사,쏘렌토,2021
2021-04-23,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2021-04-23,쌍용자동차(주),렉스턴스포츠,2020
2021-04-23,현대자동차(주),싼타페(SANTAFE),2021
2021-04-23,현대자동차(주),싼타페(SANTAFE),2021
2021-04-23,현대자동차(주),싼타페(SANTAFE),2021
2021-04-23,현대자동차(주),싼타페(SANTAFE),2021
2021-04-23,현대자동차(주),쏘나타(SONATA),2015
2021-04-23,메르세데스벤츠코리아(주),Mercedes-Benz GLB250 4MATIC,2021
2021-04-23,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-23,현대자동차(주),싼타페(SANTAFE),2021
2021-04-23,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-04-26,메르세데스벤츠코리아(주),CLS400 d 4Matic,2019
2021-04-23,현대자동차(주),제네시스(GENESIS),2016
2021-04-23,르노코리아자동차 주식회사,XM3,2021
2021-04-23,르노코리아자동차 주식회사,XM3,2020
2021-04-23,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-27,폭스바겐그룹코리아 주식회사,A3 25 TDI,2015
2021-04-23,한국지엠(주),스파크 1.0,2021
2021-04-23,현대자동차(주),싼타페(SANTAFE),2016
2021-04-23,기아주식회사,모닝,2021
2021-04-22,현대자동차(주),싼타페(SANTAFE),2013
2021-04-22,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016
2021-04-21,아이씨피(주),인정 18㎥ 덤프 트레일러,2021
2021-04-23,현대자동차(주),그랜저(GRANDEUR),2006
2021-04-21,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2021
2021-04-21,기아주식회사,카니발 하이리무진,2018
2021-04-21,현대자동차(주),포터Ⅱ (PORTERⅡ),2021
2021-04-22,현대자동차(주),싼타페(SANTAFE),2021
2021-04-22,기아주식회사,K7,2012
2021-04-22,기아주식회사,K5,2020
2021-04-22,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2015
2021-04-22,한국지엠(주),말리부 2.0 TURBO,2018
2021-04-22,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-04-21,현대자동차(주),그랜저(GRANDEUR),2008
2021-04-22,한국닛산(주),INFINITI G25,2011
2021-04-22,기아주식회사,K5,2011
2021-04-22,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2020
2021-04-21,현대자동차(주),GV70,2021
2021-04-21,기아주식회사,카니발,2021
2021-04-21,기아주식회사,카니발,2021
2021-04-22,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,현대자동차(주),쏘나타 (SONATA),2010
2021-04-21,기아주식회사,카니발 리무진,2021
2021-04-20,비엠더블유코리아(주),MINI Cooper D Countryman,2014
2021-04-20,쌍용자동차(주),코란도 투리스모,2018
2021-04-22,현대자동차(주),맥스크루즈 (MAXCRUZ),2014
2021-04-21,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-21,현대자동차(주),싼타페(SANTAFE),2013
2021-04-20,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2021-04-22,기아주식회사,카니발,2016
2021-04-21,기아주식회사,카니발,2021
2021-04-22,기아주식회사,카니발,2008
2021-04-22,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-20,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-21,기아주식회사,K5,2020
2021-04-22,르노코리아자동차 주식회사,SM6,2016
2021-04-21,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2020
2021-04-21,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2021
2021-04-20,현대자동차(주),그랜저(GRANDEUR),2020
2021-04-20,기아주식회사,K7,2020
2021-04-21,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-21,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-21,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-21,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-22,한국지엠(주),말리부 2.4 DOHC,2015
2021-04-20,현대자동차(주),싼타페(SANTAFE),2021
2021-04-20,기아주식회사,카니발,2021
2021-04-20,현대자동차(주),싼타페(SANTAFE),2021
2021-04-21,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-20,르노코리아자동차 주식회사,SM7,2016
2021-04-19,한국지엠(주),윈스톰2.0S디젤,2008
2021-04-19,비엠더블유코리아(주),BMW 520d xDrive,2016
2021-04-20,현대자동차(주),그랜저(GRANDEUR),2010
2021-04-20,한국지엠(주),올란도 2.0 LPG,2013
2021-04-19,기아주식회사,카렌스,2013
2021-04-19,르노코리아자동차 주식회사,SM6,2017
2021-04-19,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2021-04-20,기아주식회사,카니발 리무진,2021
2021-04-20,기아주식회사,카니발 리무진,2021
2021-04-20,한국지엠(주),말리부 1.5 TURBO,2017
2021-04-19,현대자동차(주),코나(KONA),2018
2021-04-20,메르세데스벤츠코리아(주),Mercedes-Benz GLE400 d 4MATIC Coupe,2021
2021-04-19,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2020
2021-04-20,현대자동차(주),싼타페(SANTAFE),2021
2021-04-20,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017
2021-04-20,메르세데스벤츠코리아(주),E300,2017
2021-04-20,현대자동차(주),싼타페(SANTAFE),2021
2021-04-20,현대자동차(주),싼타페(SANTAFE),2021
2021-04-20,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,현대자동차(주),투싼(TUCSON),2017
2021-04-19,메르세데스벤츠코리아(주),Mercedes-Benz E 250,2020
2021-04-19,현대자동차(주),쏘나타 (SONATA),2012
2021-04-20,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2021
2021-04-19,현대자동차(주),싼타페(SANTAFE),2008
2021-04-19,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-19,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,르노코리아자동차 주식회사,SM6,2017
2021-04-20,자기인증면제차량,AZERA(그랜져),2007
2021-04-19,현대자동차(주),그랜저(GRANDEUR),2010
2021-04-19,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,현대자동차(주),코나(KONA),2020
2021-04-19,기아주식회사,K5,2014
2021-04-19,메르세데스벤츠코리아(주),CLS400 d 4Matic,2019
2021-04-20,메르세데스벤츠코리아(주),E400 4Matic,2016
2021-04-19,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2019
2021-04-20,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-20,현대자동차(주),쏘나타(SONATA),2016
2021-04-19,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-20,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-19,메르세데스벤츠코리아(주),Mercedes-Benz E450 4MATIC,2021
2021-04-20,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-19,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-20,기아주식회사,카니발 리무진,2021
2021-04-19,기아주식회사,카니발 리무진,2021
2021-04-19,현대자동차(주),포터Ⅱ (PORTERⅡ),2020
2021-04-19,기아주식회사,카니발 리무진,2021
