접수일자,제작사,차명,모델년도
2021-03-19,기아주식회사,카니발,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,카니발,2021
2021-03-19,기아주식회사,카니발,2021
2021-03-18,기아주식회사,스포티지,2016
2021-03-18,스텔란티스코리아주식회사,짚랭글러 3.6 루비콘,2017
2021-03-18,쌍용자동차(주),코란도C,2014
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,메르세데스벤츠코리아(주),C200 CGI,2011
2021-03-19,한국지엠(주),스파크 1.0,2016
2021-03-19,한국지엠(주),스파크 1.0,2021
2021-03-19,기아주식회사,카니발,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,한불모터스(주),푸조 508SW 1.6 e-HDi,2013
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-18,기아주식회사,카니발 리무진,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,쏘렌토,2021
2021-03-19,기아주식회사,K7,2016
2021-03-19,기아주식회사,K5,2020
2021-03-18,기아주식회사,카니발 리무진,2021
2021-03-18,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-03-17,현대자동차(주),쏘나타 (SONATA),2011
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,현대자동차(주),GV80,2020
2021-03-19,르노코리아자동차 주식회사,SM3,2014
2021-03-18,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 3.6,2016
2021-03-18,르노코리아자동차 주식회사,SM6,2016
2021-03-18,르노코리아자동차 주식회사,SM6,2016
2021-03-18,르노코리아자동차 주식회사,SM6,2016
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2021
2021-03-17,한국닛산(주),INFINITI FX30d,2012
2021-03-18,현대자동차(주),GV80,2020
2021-03-17,한국지엠(주),트랙스 1.6 디젤,2016
2021-03-18,메르세데스벤츠코리아(주),E300,2010
2021-03-17,폭스바겐그룹코리아 주식회사,A6 35 TDI,2018
2021-03-17,한국지엠(주),트레일블레이저 1.35 TURBO AWD,2022
2021-03-18,기아주식회사,모하비,2017
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2020
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,현대자동차(주),GV80,2020
2021-03-18,현대자동차(주),GV80,2020
2021-03-17,현대자동차(주),GV80,2020
2021-03-17,한국지엠(주),올란도 2.0 LPG,2015
2021-03-17,현대자동차(주),GV80,2020
2021-03-17,기아주식회사,K7,2020
2021-03-17,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-17,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI BMT,2016
2021-03-17,메르세데스벤츠코리아(주),Mercedes-Benz E 300,2020
2021-03-17,메르세데스벤츠코리아(주),Mercedes-Benz E 300,2020
2021-03-17,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2021
2021-03-18,한국지엠(주),말리부 2.0 DOHC,2013
2021-03-16,현대자동차(주),G80,2019
2021-03-18,현대자동차(주),i40 Saloon,2016
2021-03-17,한국토요타자동차(주),렉서스 ES300h,2018
2021-03-17,포드세일즈서비스코리아(유),Lincoln Corsair 2.0,2021
2021-03-17,현대자동차(주),쏘나타(SONATA),2020
2021-03-17,현대자동차(주),쏘나타(SONATA),2020
2021-03-17,한국지엠(주),말리부 2.0 DOHC,2012
2021-03-17,현대자동차(주),투싼(TUCSON),2016
2021-03-17,현대자동차(주),투싼(TUCSON),2016
2021-03-17,한국지엠(주),스파크 1.0,2016
2021-03-17,기아주식회사,카렌스,2016
2021-03-17,기아주식회사,K7,2016
2021-03-17,기아주식회사,K7,2015
2021-03-17,(주)코리아센터닷컴,익스플로러(EXPLORER)캠핑트레일러,2019
2021-03-16,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021
2021-03-17,현대자동차(주),싼타페(SANTAFE),2021
2021-03-15,혼다코리아(주),WW125A,2021
2021-03-15,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2020
2021-03-17,현대자동차(주),쏘나타(SONATA),2015
2021-03-15,한국닛산(주),INFINITI Q50 2.2d,2014
2021-03-16,한국지엠(주),말리부 2.0 TURBO,2017
2021-03-15,한국닛산(주),INFINITI Q50 2.2d,2014
2021-03-15,기아주식회사,셀토스,2020
2021-03-16,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2021-03-16,현대자동차(주),그랜저(GRANDEUR),2020
2021-03-16,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-03-16,스텔란티스코리아주식회사,짚랭글러 3.6 루비콘,2015
2021-03-16,기아주식회사,카니발,2021
2021-03-16,기아주식회사,카니발,2021
2021-03-15,기아주식회사,봉고Ⅲ 플러스냉동차,2020
2021-03-16,기아주식회사,쏘렌토,2021
2021-03-16,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-16,비엠더블유코리아(주),BMW 520d xDrive,2018
2021-03-16,비엠더블유코리아(주),BMW 520d xDrive,2018
2021-03-15,르노코리아자동차 주식회사,SM7,2012
2021-03-15,르노코리아자동차 주식회사,SM7,2012
2021-03-15,스텔란티스코리아주식회사,짚 컴패스 2.4,2019
2021-03-15,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2014
2021-03-15,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021
2021-03-15,스텔란티스코리아주식회사,짚그랜드체로키,2012
2021-03-15,기아주식회사,K5,2011
2021-03-15,르노코리아자동차 주식회사,SM6,2016
2021-03-15,혼다코리아(주),ACCORD HYBRID,2021
2021-03-15,현대자동차(주),투싼(TUCSON),2016
2021-03-15,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2014
2021-03-15,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2014
2021-03-15,기아주식회사,K5,2011
2021-03-12,기아주식회사,K9,2019
2021-03-15,메르세데스벤츠코리아(주),CLS400 d 4Matic,2019
2021-03-15,메르세데스벤츠코리아(주),CLS400 d 4Matic,2019
2021-03-12,기아주식회사,셀토스,2020
2021-03-15,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021
2021-03-15,현대자동차(주),제네시스(GENESIS),2009
2021-03-15,르노코리아자동차 주식회사,QM6,2019
2021-03-15,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020
2021-03-15,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2021-03-12,기아주식회사,스포티지,2019
2021-03-15,포르쉐코리아 주식회사,카이엔,2020
2021-03-12,스텔란티스코리아주식회사,짚랭글러 3.6 루비콘,2016
2021-03-12,스텔란티스코리아주식회사,짚 레니게이드 2.4,2017
2021-03-12,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-03-12,현대자동차(주),투싼(TUCSON),2017
2021-03-12,혼다코리아(주),WW125,2015
2021-03-11,르노코리아자동차 주식회사,SM6,2016
2021-03-12,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2013
2021-03-12,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-03-12,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2021-03-11,한국지엠(주),라세티 1.8 DOHC,2010
2021-03-12,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-03-11,메르세데스벤츠코리아(주),Mercedes-Benz E 300 4MATIC,2020
2021-03-12,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2021-03-11,비엠더블유코리아(주),BMW 520d M Sport Package,2020
2021-03-12,기아주식회사,K7,2020
2021-03-12,기아주식회사,스팅어,2021
2021-03-12,르노코리아자동차 주식회사,SM6,2016
2021-03-11,비엠더블유코리아(주),BMW X1 xDrive20d,2016
2021-03-11,포드세일즈서비스코리아(유),Lincoln Aviator 3.0,2020
2021-03-10,(주)케이씨이피중공업,KCP4톤복합식하수구청소차,2018
2021-03-12,현대자동차(주),에쿠스(EQUUS),2011
2021-03-11,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2021-03-11,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2021-03-11,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2021-03-11,스텔란티스코리아주식회사,짚랭글러 3.6 루비콘,2016
2021-03-12,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2021-03-11,한국지엠(주),말리부 2.0 TURBO,2019
2021-03-10,기아주식회사,쏘렌토,2020
2021-03-11,르노코리아자동차 주식회사,SM6,2016
2021-03-11,기아주식회사,포르테,2011
2021-03-11,기아주식회사,포르테,2011
2021-03-11,현대자동차(주),포터Ⅱ (PORTERⅡ),2014
2021-03-11,현대자동차(주),포터Ⅱ (PORTERⅡ),2014
2021-03-12,기아주식회사,모닝,2012
2021-03-11,기아주식회사,모하비,2017
2021-03-10,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2021-03-10,한국지엠(주),트레일블레이저 1.35 TURBO AWD,2022
2021-03-10,르노코리아자동차 주식회사,SM6,2016
2021-03-11,한국지엠(주),말리부 1.5 TURBO,2017
2021-03-10,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2020
2021-03-10,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC,2021
2021-03-11,한국지엠(주),말리부 2.0 TURBO,2017
2021-03-09,(주)재규어랜드로버코리아,디스커버리 SD4,2018
2021-03-09,메르세데스벤츠코리아(주),E300,2018
2021-03-10,현대자동차(주),넥쏘 (NEXO) 수소전기차,2020
2021-03-11,한국지엠(주),말리부 1.5 TURBO,2017
2021-03-10,기아주식회사,K5,2013
2021-03-11,르노코리아자동차 주식회사,SM6,2016
2021-03-09,기아주식회사,K7 하이브리드,2020
2021-03-10,르노코리아자동차 주식회사,SM6,2017
2021-03-10,현대자동차(주),그랜저(GRANDEUR),2015
2021-03-10,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2021-03-10,기아주식회사,쏘렌토 하이브리드,2021
2021-03-10,현대자동차(주),쏘나타(SONATA),2021
2021-03-10,현대자동차(주),투싼(TUCSON),2021
2021-03-10,한국지엠(주),크루즈 1.8 DOHC,2011
2021-03-10,르노코리아자동차 주식회사,SM6,2016
2021-03-10,르노코리아자동차 주식회사,QM6,2021
2021-03-09,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-08,기아주식회사,니로 EV,2019
2021-03-09,쌍용자동차(주),렉스턴,2016
2021-03-09,비엠더블유코리아(주),BMW 750Li,2009
2021-03-09,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-03-09,현대자동차(주),그랜저(GRANDEUR),2017
2021-03-08,현대자동차(주),아반떼(AVANTE),2011
2021-03-09,한국지엠(주),크루즈 1.8 DOHC,2013
2021-03-09,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2021-03-09,르노코리아자동차 주식회사,SM6,2016
2021-03-08,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021
2021-03-09,기아주식회사,스팅어,2021
2021-03-09,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2021-03-08,한국지엠(주),트레일블레이저 1.35 TURBO FWD,2021
2021-03-08,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2021
2021-03-08,기아주식회사,K5,2020
2021-03-08,쌍용자동차(주),렉스턴스포츠,2020
2021-03-09,기아주식회사,K5,2011
2021-03-08,기아주식회사,K5,2011
2021-03-08,현대자동차(주),포터Ⅱ냉동탑차 (PORTER Ⅱ),2021
2021-03-09,현대자동차(주),투싼(TUCSON),2017
2021-03-09,지엠대우오토앤테크놀로지(주),CHEVROLET CAMARO,2019
2021-03-08,한국지엠(주),말리부 1.5 TURBO,2018
2021-03-08,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2020
2021-03-08,한국토요타자동차(주),렉서스 NX300h,2019
2021-03-08,현대자동차(주),아반떼(AVANTE),2021
2021-03-08,기아주식회사,K7,2013
2021-03-08,기아주식회사,K5,2013
2021-03-08,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2021-03-08,기아주식회사,셀토스,2020
2021-03-08,폭스바겐그룹코리아 주식회사,A7 3.0 TDI quattro,2014
2021-03-08,현대자동차(주),그랜저(GRANDEUR),2014
2021-03-08,현대자동차(주),G80,2018
2021-03-05,기아주식회사,K5 하이브리드,2020
2021-03-05,혼다코리아(주),ACCORD 2.4,2016
2021-03-08,한국지엠(주),크루즈 1.8 DOHC,2012
2021-03-08,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-03-08,기아주식회사,K5,2020
2021-03-08,르노코리아자동차 주식회사,QM6,2017
2021-03-08,현대자동차(주),쏘나타(SONATA),2015
2021-03-08,르노코리아자동차 주식회사,QM6,2017
2021-03-08,현대자동차(주),그랜저(GRANDEUR),2012
2021-03-08,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),2018
2021-03-08,현대자동차(주),그랜저(GRANDEUR),2012
2021-03-08,르노코리아자동차 주식회사,SM6,2016
2021-03-08,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2021-03-08,현대자동차(주),그랜저(GRANDEUR),2020
2021-03-05,현대자동차(주),투싼(TUCSON),2021
2021-03-08,현대자동차(주),그랜저(GRANDEUR),2020
2021-03-05,기아주식회사,쏘렌토,2013
2021-03-08,현대자동차(주),그랜저(GRANDEUR),2020
2021-03-05,르노코리아자동차 주식회사,SM5,2008
2021-03-05,한국토요타자동차(주),토요타 Camry,2021
2021-03-05,기아주식회사,K7,2013
2021-03-05,쌍용자동차(주),코란도C,2014
2021-03-05,쌍용자동차(주),코란도C,2014
2021-03-04,한국지엠(주),라세티 1.8 DOHC,2011
2021-03-05,한불모터스(주),Peugeot 308SW 1.6 Blue-HDi,2015
2021-03-05,한불모터스(주),Peugeot 308SW 1.6 Blue-HDi,2015
2021-03-05,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-03-05,폭스바겐그룹코리아 주식회사,A4 2.0 TFSI,2007
2021-03-04,비엠더블유코리아(주),BMW 118d,2015
2021-03-04,타타대우상용차(주),대우9.5톤극초장축저상카고트럭,2019
2021-03-05,한국지엠(주),스파크 1.0,2016
2021-03-05,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2020
2021-03-05,(주)코리아센터닷컴,XPLORE캠핑트레일러,2018
2021-03-04,(주)코리아센터닷컴,익스플로러(EXPLORER)캠핑트레일러,2019
2021-03-04,현대자동차(주),베라크루즈(VERACRUZ),2012
2021-03-04,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2021-03-04,폭스바겐그룹코리아 주식회사,A6 40 TDI quattro,2020
2021-03-04,비엠더블유코리아(주),MINI Cooper D,2017
2021-03-04,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-03-03,폭스바겐그룹코리아 주식회사,A6 35 TDI,2016
2021-03-03,(주)스즈키씨엠씨,UU125,2021
2021-03-03,다임러트럭코리아(주),Arocs,2015
2021-03-04,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-03,현대자동차(주),투싼(TUCSON),2016
2021-03-04,르노코리아자동차 주식회사,SM7,2013
2021-03-04,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2021
2021-03-04,캠핑서포트,익스플로러(EXPLORER)캠핑트레일러,2017
2021-03-03,기아주식회사,쏘렌토,2013
2021-03-03,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-03-03,(주)코리아센터닷컴,EXPLORER캠핑트레일러,2016
2021-03-03,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2021-03-04,기아주식회사,K5,2020
2021-03-03,현대자동차(주),i30,2012
2021-03-02,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2021-03-02,기아주식회사,봉고Ⅲ 4륜구동,2016
2021-03-03,한불모터스(주),Grand C4 Picasso 2.0 Blue-HDi,2015
2021-03-03,기아주식회사,K7,2020
2021-03-03,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-03,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-03,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-03,(주)볼보자동차코리아,볼보 XC60T8 AWD,2021
2021-03-03,현대자동차(주),아반떼(AVANTE),2011
2021-03-03,한국토요타자동차(주),렉서스 ES300h,2021
2021-03-03,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019
2021-03-03,현대자동차(주),쏘나타(SONATA),2016
2021-03-02,메르세데스벤츠코리아(주),E200 CGI,2011
2021-03-03,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019
2021-03-03,메르세데스벤츠코리아(주),Mercedes-Benz CLS 300 d,2019
2021-03-02,기아주식회사,K5,2012
2021-03-02,기아주식회사,K5,2016
2021-03-03,쌍용자동차(주),티볼리,2020
2021-03-03,르노코리아자동차 주식회사,QM6,2020
2021-03-03,현대자동차(주),아반떼(AVANTE),2016
2021-03-03,현대자동차(주),아반떼(AVANTE),2016
2021-03-02,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-02,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-02,폭스바겐그룹코리아 주식회사,Jetta 1.6 TDI Blue Motion,2013
2021-03-03,현대자동차(주),아반떼 (AVANTE),2014
2021-03-02,현대자동차(주),싼타페(SANTAFE),2021
2021-03-03,기아주식회사,K5,2020
2021-03-02,기아주식회사,쏘렌토 하이브리드,2021
2021-03-02,기아주식회사,쏘렌토 하이브리드,2021
2021-03-02,비엠더블유코리아(주),BMW F 900 R,2021
2021-03-02,(주)스포츠모터사이클코리아,RC390,2017
2021-03-02,현대자동차(주),그랜저(GRANDEUR),2014
2021-03-02,현대자동차(주),그랜저(GRANDEUR),2020
2021-03-02,현대자동차(주),쏘나타 (SONATA),2010
2021-03-02,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2021-03-02,현대자동차(주),쏘나타(SONATA),2020
2021-03-02,현대자동차(주),팰리세이드(PALISADE),2021
2021-03-02,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2021-03-02,한국지엠(주),알페온 2.4 DOHC,2015
2021-02-26,기아주식회사,K7,2020
2021-02-26,한국상용트럭(주),한국상용26톤카고트럭,2020
